Title;Author;ISBN;PublishYear;Publisher;Genre;Label
The Curse of the Roomy Death;Esmeralda Sexton;3829839595440;1944;Manhattan Press;fantasy;0
The Secret of the Refrigerator;Regina Velazquez;2120930036995;1976;Pocket;mystery;0
The Legend of the Consistent Throat;Joyce Everett;9976723502756;1960;T.Y. Crowell & co.;fantasy;0
Watching you;Lisa Jewell;1501190075;2018;Simon & Schuster Audio;thriller;1
The Friendly Penguin;Brodie Harris;9024935510707;1906;Greg;fantasy;0
La père Goriot;Honoré de Balzac;3442083966;1800;Editions Garnier;fiction;1
The Curse of the Bizarre Election;Eileen Barrett;6853652504674;1939;THE THAMES PUBLISHING CO. LONDON;romance;0
Diary of a Innate Assumption;Brandon Archer;4177889985453;2000;Lothrop, Lee and Shephard Co.;romance;0
Shiver;Lisa Jackson;0340938188;2006;Hodder & Stoughton;mystery;1
And the Mountains Echoed;Khaled Hosseini;9781408842430;2013;Turtleback;fiction;1
The Italian Billionaire's Pregnant Bride;Lynne Graham;9780263200669;2008;Harlequin;romance;1
Secrets in the Shadows;V. C. Andrews;1416565930;2008;Thorndike Press;thriller;1
Adventures in Wizard Land;Laylah Nielsen;3578595433005;1959;H. G. Clarke and Co.;mystery;0
A Christmas Affair;Carole Mortimer;9780373113255;1990;Harlequin Enterprises, Limited;romance;1
A Guide to Defeating the Engineering;Carly McCann;9596868007741;1983;Walter J. Black;thriller;0
Escape from the Faithful Gate;Jaden Lin;2990489261462;1935;Zong jing xiao Zhi ji yu xian gong si;mystery;0
Gai-Jin (Asian Saga;Clavell;9780385343275;1993;Delacorte Press;romance;1
The Diamond as Big as the Ritz;F. Scott Fitzgerald;9781689300452;1986;CHIVERS AUDIO BOOKS;romance;1
The Chronicles of the Faithful Throat;Penny Heath;5370726416840;1925;Ward Fiction, Keith;thriller;0
Memoirs of a Wacky Magazine;Kori Hodges;3809875386921;2005;Pavilion;romance;0
The Song of Achilles;Madeline Miller;1526648172;2011;Ecco;fiction;1
Hades;Alexandra Adornetto;9781441875280;2011;Little, Brown Book Group Limited;fantasy;1
The Curse of the Former Farmer;Garrett Chandler;9154990692623;1926;Nakł. i drukiem M. Arcta;mystery;0
The 9th judgment;James Patterson;0446576204;2010;Century;thriller;1
La vérité sur l'affaire Harry Quebert;Joël Dicker;0882725629;2012;Quercus;thriller;1
The Sun and the Star;Rick Riordan;0241627680;2023;Penguin Books, Limited;fantasy;1
Alice's Adventures in Wonderland;Lewis Carroll;9781496197986;1865;Sleeping Cat Press;fiction;1
The Rise and Fall of the Shiny Toast;Zyaire Bullock;5998980322107;1945;Simpkin, Marshall, Hamilton, Kent & Company;fantasy;0
The Chronicles of the Adjoining Assistant;Madelynn Webster;4080617716587;1926;Liveright;fiction;0
The Complete Sherlock Holmes [4 novels, 56 stories];Arthur Conan Doyle;9783251202980;1900;Vintage Classics;mystery;1
The Giraffe and the Pelly and Me;Roald Dahl;0140370099;1985;Penguin Books, Limited;fiction;1
Доктор Живаго;Boris Leonidovich Pasternak;9781613834558;1957;Ėksmo;fiction;1
The Last Mysterious Banana;Jenna Preston;2106833654469;1951;Michael Joseph;romance;0
Memoirs of a Flimsy Pizza;Damir Hardy;2931935206274;1928;A. L. Burt Co.;thriller;0
Diary of a Lucky Family;Riley Keller;9310284317364;1923;EKSMO;thriller;0
My Life as a Flimsy Dragon;Marlee Kerr;3066926283119;1969;Macmillan Education Australia Pty Ltd;fantasy;0
My Life as a Omniscient Importance;Capri Drake;3241726363245;1981;EDCON Publishing Group;mystery;0
Adventures in Death Land;Jaiden Coleman;1446740906759;1998;Kennebec Publishing;romance;0
The Second Jungle Book;Rudyard Kipling;9798783294518;1895;Puffin Books;fiction;1
Power Play (Mills and Boon Despatch Cycle);Penny Jordan;1460364090;1988;Harlequin Enterprises, Limited;romance;1
The Chronicles of the Whimsical Farmer;Jayden Mitchell;4597475275786;1945;Salamandra Black;mystery;0
The Haunted and the Haunters, Or, The House and the Brain;Edward Bulwer Lytton, Baron Lytton;9781425474430;1859;Impedimenta;fantasy;1
The Legend of the Curious Foundation;Devin Callahan;1170679782775;1996;Hobbit Presse/Klett-Cotta;romance;0
Engineering and the Perfect Quest;Larry Barrera;5339443844881;1978;Cosimo Classics;mystery;0
Stageing the Ambitious Decision;Nicolas Eaton;7498186767331;2021;Editorial Molino;thriller;0
Michael Strogoff;Jules Verne;142182440X;1877;Amereon Ltd;thriller;1
How to Summon a Paper;Korbin Pitts;8106406246534;1992;Jilin chu ban ji tuan you xian ze ren gong si;fantasy;0
The mystery of the ivory charm;Mildred Augustine Wirt Benson;110107714X;1936;Applewood Books;mystery;1
Chronicles of Tenuous Passion Kingdom;Winnie Delacruz;8288069583502;1993;Pocket (FR);thriller;0
How to Stem a Passion;Colter Murphy;1738809043978;1968;Harvest/HBJ;thriller;0
The Abnormal Instance;Julissa Mosley;5637605924441;2016;Presses de la Renaissance;fiction;0
The secret of Red Gate Farm;Mildred Augustine Wirt Benson;1440666172;1931;Applewood Books;mystery;1
The Rise and Fall of the Perfect Outcome;Leila Weber;5144838773529;1989;Izd-va I.P. Ladyzhnikova;thriller;0
The Dancing Interaction;Kelvin Wiggins;6710894219353;1931;Circulo de Lectores;fiction;0
The Corinthian;Georgette Heyer;3423201568;1940;William Heinemann Ltd;romance;1
Sky Island;L. Frank Baum;1078188807;1912;Hard Press;fantasy;1
The Wind Through the Keyhole;Stephen King;1444755455;1925;Heyne Verlag;fiction;1
Hyborian Age;Robert E. Howard;1083153188;2012;CreateSpace Independent Publishing Platform;fantasy;1
Thief of Time, A  Low Price;Tony Hillerman;0816150613;1988;Rivages/Noir;mystery;1
The Curse of the Bustling Instance;Lawrence Norman;5915707532472;1927;Albert Bonniers;thriller;0
Adventures in Concept Land;Noelle Wall;1729026199487;1966;Vision Editorial;fantasy;0
Tameing the Cowardly Importance;Hope Ali;3400609676346;1914;Garnier frères;romance;0
McTeague;Frank Norris;9798708365460;1899;Turtleback Books Distributed by Demco Media;fiction;1
The Secret of the Magazine;Dorian Pineda;4887366813073;1980;Dedalus Books Limited;thriller;0
Left Behind;Tim F. LaHaye;9780613768368;1995;Tyndale Entertainment;fantasy;1
The Curse of the Zonked Toast;Xzavier Swanson;6447714582317;1977;Tor Books;fantasy;0
Dark Harvest;Norman Partridge;076531911X;2006;Tor;fantasy;1
Memoirs of a Quirky Refrigerator;Sloan Parsons;9662399423952;2016;Grafton Books;romance;0
1602;Neil Gaiman;9780785141358;2003;Brand: Panini Verlags GmbH;fantasy;1
Notorious Nineteen;Janet Evanovich;0307932540;2012;Headline Export;mystery;1
The Man in Lower Ten;Mary Roberts Rinehart;9798447031299;1909;Palala Press;mystery;1
Extra-small History: A Memoir;Ryleigh Pratt;5418462250418;1989;Longmans, Green;thriller;0
The hours;Michael Cunningham;9780783887142;1998;Quinteto;fiction;1
My Life as a Vigorous Length;Kade Weaver;7902285012660;2015;Peter Fenlon Collier;fantasy;0
The Last Inner Attention;Jacoby Hoover;2294106617376;1948;Métailié;thriller;0
The Handy Version;Madison Boyd;6323266230872;2015;Bungei Shunjū;mystery;0
Journey to the Beneficial Responsibility;Shepherd Cobb;3523308713535;1977;Octopus Books Ltd.;fantasy;0
The Red House Mystery;A. A. Milne;9781455129812;1922;AST;fiction;1
Going Postal;Terry Pratchett;140703541X;2004;DeBolsillo;fiction;1
The Invisible Life of Addie LaRue;V. E. Schwab;9781789096644;2015;Doherty Associates, LLC, Tom;fiction;1
Dragonquest;Anne McCaffrey;0722160046;1971;Brilliance Audio on CD Unabridged Lib Ed;fantasy;1
Memoirs of a Adjoining Yeti;Kathryn Hodges;9301932345259;1956;LA BIBLIOTHÈQUE DU COLLECTIONNEUR;romance;0
Journey to the Unexpected King;Lyra Michael;2057072232724;1994;Raritet;romance;0
Looking the Educated Mom;Braden Best;6331035229536;1984;Libros del Zorzal;thriller;0
Skin Game;Jim Butcher;1490638334;2014;imusti;mystery;1
It's in His Kiss;Julia Quinn;0749907797;2005;Little, Brown Book Group Limited;romance;1
The Marriage Betrayal;Lynne Graham;0263222403;2011;Mills & Boon;romance;1
The Curse of the Intriguing Engineering;Onyx Bullock;2472234099264;1929;Ed. du Masque;thriller;0
Camera Shy;Kay Cove;9781961071018;2023;Kay Cove LLC;romance;1
Blackout;Dhonielle Clayton;9781665098281;2019;HarperCollins Publishers;romance;1
The Legend of the Mysterious Wizard;Marlon Mejia;7578773753497;2025;Delphin Verlag;fantasy;0
Diary of a Vigorous Gate;Gracelynn Maldonado;8672483337362;2020;Lian he wen xue za zhi she;fantasy;0
Escape from the Omniscient Version;Elyse Bishop;4393863132406;1959;Silver Burdett Press;mystery;0
The Rise and Fall of the Marvelous Attention;Brock Hester;7058747456448;1957;Triad / Granada Books;thriller;0
Diary of a Triumphant Mom;Marcus Juarez;1004797708449;2017;New English Library;mystery;0
Rules of Prey (Lucas Davenport Mysteries);John Sandford;9780425121634;1989;G.P. Putnam's Sons;thriller;1
Flinging the Invisible Spaceship;Noah Leach;3701088772416;1957;Spoken Realms and Blackstone Publishing;mystery;0
Tales of a Loving Guitar;Jalen Truong;5544706506134;1923;Santillana Educación;fantasy;0
The burden of proof;Scott Turow;1447245067;1990;Franklin Library;mystery;1
The Chronicles of the Beneficial Yeti;Oakley Woodward;6777762141043;1991;Turkuvaz Kitap;fantasy;0
Memoirs of a Harsh Jeep;Jaylee Parrish;6512378350568;1989;Wilco Pub. House;thriller;0
Daughter of Smoke and Bone;Laini Taylor;9783841421364;2001;Hodder;fiction;1
Nancy Drew 29;Mildred Augustine Wirt Benson;0448195291;1952;Penguin Young Readers Group;mystery;1
The Reef;Nora Roberts;051512608X;1998;Ėksmo;romance;1
A Guide to Crushing the Throat;Mathew Holt;7045863239954;1921;Demetra;fantasy;0
Journey to the Crooked Ability;Isabela Snow;5412031349516;1937;Dog an Egmont;romance;0
When Hitler stole Pink Rabbit;Judith Kerr;9780698201828;1971;Coward, McCann & Geoghegan;fiction;1
The Rise and Fall of the Elusive Recommendation;Rylie Norman;9651295456777;1911;Oneworld Classics;fiction;0
The Curse of the Military Clothes;Emely Pugh;4713948084214;1976;T︠S︡entrpoligraf;romance;0
Journey to the Flying Software;Jeffery Cook;7733606145906;1986;J.-C. Lattès;romance;0
Curious, if true;Elizabeth Cleghorn Gaskell;9798596875256;1995;West Margin Press;mystery;1
Amulet;Kazu Kibuishi;0545208890;2012;Desen Yayinlari;fantasy;1
Escape from the Elusive Steak;Amari Rodgers;6224502948271;2015;Shanghai shi jie tu shu chu ban gong si;fantasy;0
My Life as a Bizarre Clothes;Savanna Foster;7995625815020;1963;Rupa & Co.;fantasy;0
Adventures in Throat Land;Marina Acevedo;2779909281470;2021;Recorded Books, Inc. and Blackstone Publishing;fiction;0
The Legend of the Impartial Mixture;Kadence Summers;3207072979427;1981;Wm. B. Eerdmans Publishing Company;romance;0
The Secret of the Importance;Hunter Green;2895447143417;2012;G. Bell & Sons;romance;0
Also sprach Zarathustra;Friedrich Nietzsche;0146001753;1895;Edaf;fiction;1
The cat who blew the whistle;Lilian Jackson Braun;1590071719;1994;Jove Books;mystery;1
The Possessive Zombie;Amelie Vang;8293848335118;1934;Bay View Pub. Co;fiction;0
Memoirs of Sherlock Holmes [11 stories];Arthur Conan Doyle;9798481956213;1893;Plutón Ediciones;fiction;1
How to Cause a Attention;Rayna Schultz;3568209550370;1963;Garzanti;fantasy;0
Farewell, My Lovely;Raymond Chandler;9780394758275;1940;Penguin Books, Limited;mystery;1
The Fourth K;Mario Puzo;9781447265474;1990;Arnoldo Mondadori;thriller;1
Camino Winds;John Grisham;0593168429;2020;Doubleday;thriller;1
Memoirs of a Military Decision;Giovanni Fisher;8032777163137;1929;Gribaudo;mystery;0
The Rise and Fall of the Omniscient Farmer;Ryker Heath;2829636238649;2007;Brand: BiblioLife;romance;0
The Egypt game;Zilpha Keatley Snyder;1416990518;1967;Yearling;fiction;1
Adventures in Energy Land;Lily Hamilton;7272451538170;1932;Leyenda;fantasy;0
The longest ride;Nicholas Sparks;9780751558487;2013;Sphere;romance;1
My Life as a Imaginative Ability;Liberty Rush;7338750267752;2002;Ediciones Roca;fantasy;0
Secret Fire;Johanna Lindsey;9780380750870;1987;Avon Books;romance;1
Dawn of Onyx;Kate Golden;1529434041;2022;Penguin Publishing Group;romance;1
The Colour of Magic;Terry Pratchett;1407034421;1983;POCKET;fiction;1
Soulless;Gail Carriger;031607165X;2009;Orbit;fantasy;1
11/22/63;Stephen King;144472732X;1925;Scribner;fiction;1
The Chronicles of the Flimsy Outcome;Lia Terry;4922166041409;1972;PMariner Books;mystery;0
Tutta colpa di un caffè con panna;Elisabetta Dami;8491371532;2000;Scholastic;fiction;1
The Buried Giant;Kazuo Ishiguro;0345809408;1900;Albatros;fantasy;1
Journey to the Cagey Refrigerator;Haven Barnett;5370819002896;1954;Hamilton;mystery;0
Escape from the Wacky Ability;Rio Becker;4338523499116;1964;Pitman;fiction;0
Diary of a Hospitable Employer;Holly Bridges;2599197859183;1942;BBC Audio;fantasy;0
Diary of a Possessive Contract;Averi Stevenson;1674461047330;2007;Tandis Books;fantasy;0
The Last Hope;Erin Hunter;340781190X;2012;Blackstone Pub;fantasy;1
Neptune's Daughter;Anne Weale;9780373029402;1987;MacMillan Publishing Company;romance;1
Anansi Boys;Neil Gaiman;9780755331147;2005;Ithaki Yayinlari;fantasy;1
A Good Girl's Guide to Murder;Holly Jackson;1536474460;2019;Electric Monkey;mystery;1
Time Traveler's Wife;Audrey Niffenegger;9783596163908;2003;Harvest / Harcourt, Inc.;fiction;1
Tales of a Mysterious Toast;Dylan Floyd;4700785635961;1968;Lifestyle Entrepreneurs Press;fantasy;0
The Icarus agenda;Robert Ludlum;3453042034;1988;G.K. Hall;thriller;1
The Rise and Fall of the Triumphant World;Jeremiah Heath;3064328512000;1920;Racine, WI Whitman 1970.;thriller;0
The Patient;Jasper DeWitt;0358181771;2020;HMH Audio;thriller;1
My Life as a Curious Banana;Oscar Flores;6802178845339;1943;Azbuka-klassika;fiction;0
Tales of a Extra-small Concept;Danny Lynn;6501744906544;1922;Mirhan Kitap;romance;0
Memoirs of a Quirky Guitar;Lennon Sheppard;2260639214748;2003;Merriam-Webster, Incorporated;fantasy;0
The Chronicles of the Vigorous Penguin;Diego Atkins;6619808635328;2007;Dutton;fantasy;0
Tales of a Flying Pizza;Anna Kaur;1808640744173;1910;Soft Editions Limited;fiction;0
The Chronicles of the Innate Penguin;Maximiliano Haynes;5078732084283;1989;Econo-Clad Books;fiction;0
Chronicles of Bustling Literature Kingdom;Jerri Ponce;8513924572747;1957;RBA Molino;mystery;0
Bought by the Greek Tycoon;Jacqueline Baird;9780373125128;2006;Harlequin;romance;1
The Iron Heel;Jack London;9781438547824;1907;Amereon Limited;fiction;1
Diary of a Omniscient Literature;Banks Burke;7238645571513;2004;Outlook Verlag;fiction;0
Green Mars;Kim Stanley Robinson;2891117417;1901;Pocket;fiction;1
Harry Potter and the Half-Blood Prince;J. K. Rowling;9639563757;2005;Psichogios;fiction;1
The magic of ordinary days;Ann Howard Creel;0670910279;2001;Viking;romance;1
Honeymoon;James Patterson;1843959135;2001;Warner Books;fiction;1
The Secret of the Clothes;Gideon Cortez;9433532638537;1966;Austen Classics;fiction;0
Invisible Software: A Memoir;Malaya Shah;8430225071648;1963;Fischer Bücherei;thriller;0
Every day;David Levithan;9783596811564;2012;Alfred A. Knopf;romance;1
A Guide to Enjoying the King;Isaias Roman;4603882822369;2022;Wen hua tu shu gong si;romance;0
The Rise and Fall of the Whimsical Gate;Madalyn Calhoun;8708369919447;1906;Grupo Editorial TOMO S.A. de C.V.;thriller;0
Top Secret Twenty-One;Janet Evanovich;0385363222;2014;Headline Review;romance;1
Jingo;Terry Pratchett;0061059064;1996;Goldmann;fiction;1
Journey to the Wacky Penguin;Maxton Rios;8484505825748;1907;Norwood Editions;romance;0
Bloodfever (Fever Series, Book 2);Karen Marie Moning;9781423341949;2007;Random House Publishing Group;fantasy;1
Aaron's Rod;David Herbert Lawrence;1404342613;1922;Creative Media Partners, LLC;romance;1
The Wire in the Blood (A Dr. Tony Hill & Carol Jordan Mystery);Val McDermid;9789024542567;1997;LGF;thriller;1
A Lesson in Vengeance;Victoria Lee;9780593305850;2021;Random House Children's Books;fantasy;1
Judge and jury;James Patterson;9781538751572;2006;BCA;thriller;1
The Legend of the Oceanic Election;Bailee Leon;8827788874568;1992;Brown, Watson;fiction;0
Daisy Darker;Alice Feeney;1250843944;2022;Flatiron Books;thriller;1
Payback;Fern Michaels;1597221791;2004;Kensington Publishing Corp.;thriller;1
Comus;John Milton;0841439141;1738;Routledge;romance;1
Airborn;Kenneth Oppel;9781933322537;1997;San Val;fantasy;1
Escape from the Military Article;Arjun Ortiz;4435580216296;1975;Tempo Haus;thriller;0
Carolina Moon;Nora Roberts;0399145923;2000;J'AI LU;mystery;1
Tales of a Twisted Death;Colt Waters;2593460666117;1915;Ediciones B;mystery;0
Play It as It Lays;Joan Didion;9780297003298;1970;Open Road Integrated Media, Inc.;fiction;1
The Secret of the Election;Kennedy Chung;3719145140848;2018;SDE Classics;mystery;0
The Lost Years of Merlin (Merlin Saga #1);T. A. Barron;9780613838962;1996;Turtleback Books Distributed by Demco Media;fantasy;1
Taggart's Woman;Carole Mortimer;1474030289;1987;Harlequin Mills & Boon, Limited;romance;1
Triptych;Karin Slaughter;1407008390;2006;RH Audio;thriller;1
Hope to Die;James Patterson;1312773928;2014;Penguin Random House;thriller;1
The Unexpected Throat;Lucia Campbell;3102595052029;1919;Universidad Nacional Autónoma de México;fiction;0
The Chronicles of the Bustling Decision;Iyla Bowman;2661715247013;2004;Alan Sutton;fiction;0
Memoirs of a Unexpected Version;Marley Pruitt;8853815675564;1923;Broadway Books;fantasy;0
The Last Voracious Banana;Amos Maxwell;4133102059266;2004;Yearling Book;fantasy;0
My best friend's exorcism;Grady Hendrix;9781504729260;2016;Knaur HC;thriller;1
De la démocratie en Amérique;Alexis de Tocqueville;9780371908945;1835;Adamant Media Corporation;fiction;1
The Wonderful Wizard of Oz;L. Frank Baum;9781520410432;1900;Everest Publishing;fantasy;1
The Golden Scorpion;Sax Rohmer;9781428040229;1919;IndyPublish;thriller;1
The Fine Print;Lauren Asher;1737507706;2021;Lauren Asher;romance;1
Chronicles of Impartial Disk Kingdom;Armani Stafford;8733100852976;1959;Cover to Cover Cassettes;fantasy;0
My father's dragon;Ruth Stiles Gannett;9780440421214;1948;Trumpet Club;mystery;1
Loving Wizard: A Memoir;Genesis Frank;8353573424608;2004;Vision Editorial;romance;0
The Legend of the Handy Context;Shawn Cuevas;3768816582798;1961;Planeta;mystery;0
Memoirs of a Vigorous Foundation;Victoria White;8715586382140;1951;Sweetwater Press;romance;0
A drink before the war;Dennis Lehane;9780156029025;1994;Harper Perennial;mystery;1
